"","district","indicator","value","category","unit","source1","source2"
"1393","Layyah","Actual Beneficiaries Relative To District Population",16.8861189663962,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1394","Lehri","No Of Eligible Beneficiaries",824,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1395","Lehri","Amount Deposited In Accounts",9.888,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1396","Lehri","No Of Beneficiaries Paid",754,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1397","Lehri","Amount Withdrawn",9.048,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1398","Lehri","Share Of Actual To Eligible Beneficiaries",91.504854368932,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1399","Lehri","Eligible Beneficiaries Relative To District Population",NA,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1400","Lehri","Actual Beneficiaries Relative To District Population",NA,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1401","Lodhran","No Of Eligible Beneficiaries",41237,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1402","Lodhran","Amount Deposited In Accounts",494.844,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1403","Lodhran","No Of Beneficiaries Paid",38925,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1404","Lodhran","Amount Withdrawn",475.727,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1405","Lodhran","Share Of Actual To Eligible Beneficiaries",94.3933845818076,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1406","Lodhran","Eligible Beneficiaries Relative To District Population",12.0000815175837,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1407","Lodhran","Actual Beneficiaries Relative To District Population",11.3272830970232,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1408","Loralai","No Of Eligible Beneficiaries",10824,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1409","Loralai","Amount Deposited In Accounts",129.888,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1410","Loralai","No Of Beneficiaries Paid",9567,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1411","Loralai","Amount Withdrawn",120.92475,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1412","Loralai","Share Of Actual To Eligible Beneficiaries",88.3869179600887,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1413","Loralai","Eligible Beneficiaries Relative To District Population",14.665249972449,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1414","Loralai","Actual Beneficiaries Relative To District Population",12.9621624617904,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1415","Lower Dir","No Of Eligible Beneficiaries",34982,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1416","Lower Dir","Amount Deposited In Accounts",419.784,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1417","Lower Dir","No Of Beneficiaries Paid",31751,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1418","Lower Dir","Amount Withdrawn",395.18,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1419","Lower Dir","Share Of Actual To Eligible Beneficiaries",90.7638213938597,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1420","Lower Dir","Eligible Beneficiaries Relative To District Population",17.1826982670859,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1421","Lower Dir","Actual Beneficiaries Relative To District Population",15.5956735657837,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1422","Malakand PA","No Of Eligible Beneficiaries",21941,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1423","Malakand PA","Amount Deposited In Accounts",263.292,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1424","Malakand PA","No Of Beneficiaries Paid",20720,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1425","Malakand PA","Amount Withdrawn",255.18075,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1426","Malakand PA","Share Of Actual To Eligible Beneficiaries",94.4350758853288,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1427","Malakand PA","Eligible Beneficiaries Relative To District Population",18.4576171586454,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1428","Malakand PA","Actual Beneficiaries Relative To District Population",17.4304647703903,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1429","Mandi Bahauddin","No Of Eligible Beneficiaries",16746,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1430","Mandi Bahauddin","Amount Deposited In Accounts",200.952,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1431","Mandi Bahauddin","No Of Beneficiaries Paid",14565,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1432","Mandi Bahauddin","Amount Withdrawn",183.921,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1433","Mandi Bahauddin","Share Of Actual To Eligible Beneficiaries",86.9759942672877,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1434","Mandi Bahauddin","Eligible Beneficiaries Relative To District Population",5.06682998632763,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1435","Mandi Bahauddin","Actual Beneficiaries Relative To District Population",4.40692575844153,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1436","Mansehra","No Of Eligible Beneficiaries",48635,"Category 1","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1437","Mansehra","Amount Deposited In Accounts",583.62,"Category 1","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1438","Mansehra","No Of Beneficiaries Paid",46147,"Category 1","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1439","Mansehra","Amount Withdrawn",578.69075,"Category 1","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1440","Mansehra","Share Of Actual To Eligible Beneficiaries",94.8843425516603,"Category 1","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1441","Mansehra","Eligible Beneficiaries Relative To District Population",15.6548523563371,"Category 1","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
"1442","Mansehra","Actual Beneficiaries Relative To District Population",14.8540037357436,"Category 1","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category I (PMT 0-16.17), using PMT score"
